ID,MS_SubClass,MS_Zoning,Lot_Area,Bldg_Type,House_Style,Year_Built,Roof_Matl,Exterior_1st,Mas_Vnr_Type,Foundation,Total_Bsmt_SF,Bsmt_Fin_Pct,Heating,Central_Air,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Garage_Type,Garage_Cars,Garage_Area,Fireplaces,Pool_Area,Mo_Sold,Year_Sold,Sale_Type,Sale_Price
2102,One_Story_1945_and_Older,C (all),18000,1FamDet,1-Story,1935,CompShg,MetalSd,None,CBlock,894,0,GasA,Y,894,0,0,1,0,2,6,Detchd,3,1248,0,0,8,2008,Con,81000
2103,Two_Story_1945_and_Older,HOC,9000,1FamDet,2-Story,1920,CompShg,MetalSd,None,Stone,592,0,GasA,Y,864,0,0,1,1,3,5,Detchd,1,216,0,0,6,2008,WRD,65000
2104,Two_Story_1945_and_Older,C (all),9000,1FamDet,2-Story,1920,CompShg,MetalSd,None,Stone,592,0,GasA,Y,864,0,0,1,1,3,5,Detchd,1,216,0,0,6,2008,WRD,65000
2105,One_Story_PUD_1946_and_Newer,F-PRD,5587,Twnhs-E,1-Story,2008,CompShg,CemntBd,Stone,PConc,1600,92.5,GasA,Y,1652,1,1,2,0,2,5,Attchd,2,482,1,0,11,2008,New,392500
2106,One_Story_PUD_1946_and_Newer,RM,5587,Twnhs-E,1-Story,2008,CompShg,CemntBd,Stone,PConc,1600,92.5,GasA,Y,1652,1,1,2,0,2,5,Attchd,2,482,1,0,11,2008,New,392500
2107,One_Story_PUD_1946_and_Newer,F-PRD,5748,Twnhs-E,1-Story,2005,CompShg,CemntBd,Stone,PConc,1573,95.1,GasA,Y,1625,1,1,2,0,2,5,Attchd,2,495,1,0,2,2006,New,375000
2108,One_Story_PUD_1946_and_Newer,RM,5748,Twnhs-E,1-Story,2005,CompShg,CemntBd,Stone,PConc,1573,95.1,GasA,Y,1625,1,1,2,0,2,5,Attchd,2,495,1,0,2,2006,New,375000
2109,One_Story_PUD_1946_and_Newer,F-PRD,3843,Twnhs-E,1-Story,2007,CompShg,CemntBd,Stone,PConc,1596,92.4,GasA,Y,1648,1,1,2,0,2,5,Attchd,2,525,1,0,8,2008,New,294464
2110,One_Story_PUD_1946_and_Newer,RM,3843,Twnhs-E,1-Story,2007,CompShg,CemntBd,Stone,PConc,1596,92.4,GasA,Y,1648,1,1,2,0,2,5,Attchd,2,525,1,0,8,2008,New,294464
2111,One_Story_PUD_1946_and_Newer,F-PRD,3811,Twnhs-E,1-Story,2004,CompShg,CemntBd,Stone,PConc,1594,86.1,GasA,Y,1646,1,1,2,0,2,5,Attchd,2,525,1,0,5,2010,WRD,246000
2112,One_Story_PUD_1946_and_Newer,F-PRD,3811,Twnhs-E,1-Story,2004,CompShg,CemntBd,Stone,PConc,1594,92.4,GasA,Y,1646,1,1,2,0,2,5,Attchd,2,482,1,0,7,2008,WRD,250000
2113,One_Story_PUD_1946_and_Newer,RM,3811,Twnhs-E,1-Story,2004,CompShg,CemntBd,Stone,PConc,1594,92.4,GasA,Y,1646,1,1,2,0,2,5,Attchd,2,482,1,0,7,2008,WRD,250000
2114,One_Story_PUD_1946_and_Newer,F-PRD,3842,Twnhs-E,1-Story,2004,CompShg,CemntBd,Stone,PConc,1594,98.1,GasA,Y,1646,1,1,2,0,2,5,Attchd,2,525,1,0,12,2006,WRD,300000
2115,One_Story_PUD_1946_and_Newer,F-PRD,3842,Twnhs-E,1-Story,2004,CompShg,CemntBd,Stone,PConc,1594,86.1,GasA,Y,1646,1,1,2,0,2,5,Attchd,2,482,1,0,1,2008,WRD,275000
2116,One_Story_PUD_1946_and_Newer,RM,3842,Twnhs-E,1-Story,2004,CompShg,CemntBd,Stone,PConc,1594,86.1,GasA,Y,1646,1,1,2,0,2,5,Attchd,2,482,1,0,1,2008,WRD,275000
2117,One_Story_1946_and_Newer_All_Styles,RL,23580,1FamDet,1-Story,1979,CompShg,Plywood,None,CBlock,1625,47.7,GasA,Y,1625,0,1,2,0,3,6,Attchd,2,576,1,0,9,2006,WRD,242500
2118,Duplex_All_Styles_and_Ages,RL,8385,Duplex,1-Story,1978,CompShg,Plywood,None,CBlock,1664,0,GasA,Y,1664,0,0,2,0,4,10,More_Than_Two_Types,2,616,0,0,10,2006,WRD,145000
2119,Split_Foyer,RL,12150,1FamDet,S/Foyer,1979,CompShg,HdBoard,None,CBlock,1001,100,GasA,Y,1299,1,0,2,0,2,5,BuiltIn,2,486,1,0,1,2007,WRD,183500
2120,Split_Foyer,RL,7540,1FamDet,S/Foyer,1978,CompShg,VinylSd,None,CBlock,888,87.0495495495496,GasA,Y,912,1,0,1,0,2,5,Attchd,2,470,1,0,6,2007,WRD,156000
2121,One_Story_1946_and_Newer_All_Styles,RL,9187,1FamDet,1-Story,1983,CompShg,VinylSd,None,PConc,1084,30.9,GasA,Y,1080,0,0,1,1,3,5,Attchd,2,484,0,0,6,2007,WRD,134000
2122,One_Story_1946_and_Newer_All_Styles,RL,23730,1FamDet,1-Story,1996,CompShg,MetalSd,BrkFace,PConc,1840,38,GasA,Y,2032,1,0,3,0,3,7,Attchd,3,786,0,0,9,2008,WRD,300000
2123,One_Story_1946_and_Newer_All_Styles,RL,23730,1FamDet,1-Story,1996,CompShg,MetalSd,BrkFace,PConc,1840,38,GasA,Y,2032,1,0,3,0,3,7,Attchd,3,786,0,0,9,2008,WRD,300000
2124,One_Story_1946_and_Newer_All_Styles,RL,12864,1FamDet,1-Story,2002,CompShg,VinylSd,None,PConc,1409,98.7,GasA,Y,1409,1,0,1,1,1,4,Attchd,2,576,1,0,7,2007,WRD,245000
2125,One_Story_1946_and_Newer_All_Styles,RL,13265,1FamDet,1-Story,2002,CompShg,CemntBd,BrkFace,PConc,1568,77.6,GasA,Y,1689,1,0,2,0,3,7,Attchd,3,857,2,0,7,2008,WRD,271000
2126,One_Story_1946_and_Newer_All_Styles,RL,13265,1FamDet,1-Story,2002,CompShg,CemntBd,BrkFace,PConc,1568,77.6,GasA,Y,1689,1,0,2,0,3,7,Attchd,3,857,2,0,7,2008,WRD,271000
2127,Two_Story_1946_and_Newer,RL,11050,1FamDet,2-Story,1998,CompShg,VinylSd,None,PConc,1049,58.6,GasA,Y,1916,1,0,2,1,3,8,Attchd,3,741,1,0,5,2010,WRD,254900
2128,Two_Story_1946_and_Newer,RL,11050,1FamDet,2-Story,1996,CompShg,VinylSd,None,PConc,910,0,GasA,Y,1820,0,0,2,1,3,8,Attchd,3,816,1,0,9,2008,WRD,213000
2129,Two_Story_1946_and_Newer,RL,11050,1FamDet,2-Story,1996,CompShg,VinylSd,None,PConc,910,0,GasA,Y,1820,0,0,2,1,3,8,Attchd,3,816,1,0,9,2008,WRD,213000
2130,Split_or_Multilevel,RL,9880,1FamDet,S/Level,1977,CompShg,Plywood,None,CBlock,1096,47.6,GasA,Y,1118,1,0,1,0,3,6,Attchd,1,358,1,576,7,2008,WRD,171000
2131,Split_or_Multilevel,RL,9880,1FamDet,S/Level,1977,CompShg,Plywood,None,CBlock,1096,47.6,GasA,Y,1118,1,0,1,0,3,6,Attchd,1,358,1,576,7,2008,WRD,171000
2132,Split_or_Multilevel,RL,9620,1FamDet,S/Level,1977,CompShg,Plywood,None,CBlock,1243,54.6,GasA,Y,1285,0,1,2,0,3,6,Attchd,2,473,1,0,5,2010,WRD,190000
2133,One_Story_1946_and_Newer_All_Styles,RL,10125,1FamDet,1-Story,1977,CompShg,Plywood,None,CBlock,1196,76.9,GasA,Y,1279,0,1,2,0,3,6,Detchd,2,473,2,0,2,2008,WRD,171500
2134,One_Story_1946_and_Newer_All_Styles,RL,10125,1FamDet,1-Story,1977,CompShg,Plywood,None,CBlock,1196,76.9,GasA,Y,1279,0,1,2,0,3,6,Detchd,2,473,2,0,2,2008,WRD,171500
2135,Duplex_All_Styles_and_Ages,RL,10530,Duplex,S/Foyer,1977,CompShg,Plywood,BrkFace,CBlock,975,100,GasA,Y,1004,1,0,1,0,2,4,Attchd,2,504,0,0,5,2006,WRD,135000
2136,Split_or_Multilevel,RL,11080,1FamDet,S/Level,1975,CompShg,Plywood,BrkFace,CBlock,1128,51,GasA,Y,1210,1,0,2,0,3,6,Attchd,2,528,0,0,5,2006,WRD,148000
2137,One_Story_1946_and_Newer_All_Styles,RL,9928,1FamDet,1-Story,1991,CompShg,HdBoard,None,PConc,1454,85.2,GasA,Y,1478,1,0,2,0,3,6,Attchd,2,506,1,0,5,2007,WRD,210000
2138,One_Story_1946_and_Newer_All_Styles,RL,9990,1FamDet,1-Story,1991,CompShg,HdBoard,None,PConc,1680,82.3,GasA,Y,1689,1,0,2,0,3,6,Attchd,2,432,1,0,7,2008,WRD,228500
2139,One_Story_1946_and_Newer_All_Styles,RL,9990,1FamDet,1-Story,1991,CompShg,HdBoard,None,PConc,1680,82.3,GasA,Y,1689,1,0,2,0,3,6,Attchd,2,432,1,0,7,2008,WRD,228500
2140,One_Story_1946_and_Newer_All_Styles,RL,9196,1FamDet,1-Story,2003,CompShg,VinylSd,None,PConc,1560,0,GasA,Y,1560,0,0,2,0,3,7,Attchd,2,573,0,0,4,2010,WRD,201000
2141,Split_or_Multilevel,RL,8750,1FamDet,S/Level,1975,CompShg,Plywood,Stone,CBlock,852,88.4,GasA,Y,918,0,1,1,0,3,4,Attchd,1,360,0,0,3,2007,WRD,148000
2142,Split_or_Multilevel,RL,12328,1FamDet,S/Level,1976,CompShg,HdBoard,BrkFace,CBlock,1012,53.2,GasA,Y,1034,1,0,1,0,3,6,Attchd,3,888,0,0,5,2010,WRD,169900
2143,Split_Foyer,RL,8410,1FamDet,S/Foyer,1974,CompShg,Plywood,None,CBlock,970,95.2577319587629,GasA,Y,1026,1,0,1,0,2,5,Attchd,2,528,1,0,4,2007,WRD,143000
2144,Duplex_All_Styles_and_Ages,RL,12760,Duplex,1-Story,1976,CompShg,Plywood,None,CBlock,1958,0,GasA,Y,2048,0,0,3,0,5,9,More_Than_Two_Types,2,776,0,0,3,2010,Con,170000
2145,One_Story_1946_and_Newer_All_Styles,RL,57200,1FamDet,1-Story,1948,CompShg,Wd Sdng,None,CBlock,747,91.9,GasA,Y,1687,1,0,1,0,3,7,Detchd,2,572,2,0,6,2010,WRD,160000
2146,Two_Family_conversion_All_Styles_and_Ages,RL,164660,2FmConv,1.5 Fin,1965,CompShg,Plywood,None,CBlock,1499,93.1,GasA,Y,1786,2,0,2,0,3,7,Attchd,2,529,2,0,8,2008,WRD,228950
2147,Two_Family_conversion_All_Styles_and_Ages,RL,164660,2FmConv,1.5 Fin,1965,CompShg,Plywood,None,CBlock,1499,93.1,GasA,Y,1786,2,0,2,0,3,7,Attchd,2,529,2,0,8,2008,WRD,228950
2148,Two_Story_1946_and_Newer,F-PRD,26178,1FamDet,2-Story,1989,CompShg,MetalSd,BrkFace,PConc,1210,79.7,GasA,Y,2519,1,0,2,1,4,9,Attchd,2,628,2,0,4,2006,WRD,335000
2149,One_Story_PUD_1946_and_Newer,F-PRD,4084,Twnhs-E,1-Story,1986,CompShg,VinylSd,BrkFace,CBlock,1277,69.9,GasA,Y,1501,1,0,2,0,2,6,Attchd,2,512,1,0,7,2008,WRD,241500
2150,One_Story_PUD_1946_and_Newer,RL,4084,Twnhs-E,1-Story,1986,CompShg,VinylSd,BrkFace,CBlock,1277,69.9,GasA,Y,1501,1,0,2,0,2,6,Attchd,2,512,1,0,7,2008,WRD,241500
2151,One_Story_PUD_1946_and_Newer,F-PRD,8239,Twnhs-E,1-Story,1986,CompShg,BrkFace,None,CBlock,0,0,GasA,Y,1295,0,0,2,0,2,5,Attchd,1,312,0,0,11,2006,WRD,230000
2152,One_Story_1946_and_Newer_All_Styles,RL,16669,1FamDet,1-Story,1981,WdShake,Plywood,BrkFace,CBlock,1686,0,GasA,Y,1707,0,0,2,1,2,6,Attchd,2,511,1,0,1,2006,WRD,228000
2153,One_Story_1946_and_Newer_All_Styles,F-PRD,11563,1FamDet,1-Story,2006,CompShg,VinylSd,Stone,PConc,1518,68.2,GasA,Y,1537,1,0,2,0,3,8,Attchd,3,788,0,0,4,2008,WRD,294000
2154,One_Story_1946_and_Newer_All_Styles,RL,11563,1FamDet,1-Story,2006,CompShg,VinylSd,Stone,PConc,1518,68.2,GasA,Y,1537,1,0,2,0,3,8,Attchd,3,788,0,0,4,2008,WRD,294000
2155,One_Story_1946_and_Newer_All_Styles,F-PRD,14463,1FamDet,1-Story,2008,CompShg,CemntBd,BrkFace,PConc,1641,67.9,GasA,Y,1641,1,0,2,0,3,7,Attchd,3,885,0,0,1,2009,WRD,316500
2156,One_Story_1946_and_Newer_All_Styles,RL,14463,1FamDet,1-Story,2008,CompShg,CemntBd,BrkFace,PConc,1641,67.9,GasA,Y,1641,1,0,2,0,3,7,Attchd,3,885,0,0,1,2009,WRD,316500
2157,One_Story_1946_and_Newer_All_Styles,F-PRD,9520,1FamDet,1-Story,2007,CompShg,VinylSd,Stone,PConc,1638,92.3,GasA,Y,1646,1,0,2,0,3,7,Attchd,3,800,1,0,4,2008,New,293077
2158,One_Story_1946_and_Newer_All_Styles,RL,9520,1FamDet,1-Story,2007,CompShg,VinylSd,Stone,PConc,1638,92.3,GasA,Y,1646,1,0,2,0,3,7,Attchd,3,800,1,0,4,2008,New,293077
2159,One_Story_1946_and_Newer_All_Styles,F-PRD,8368,1FamDet,1-Story,2006,CompShg,VinylSd,None,PConc,1689,0,GasA,Y,1689,0,0,2,0,3,7,Attchd,2,433,0,0,4,2007,New,231713
2160,Two_Story_1946_and_Newer,F-PRD,12852,1FamDet,2-Story,2007,CompShg,VinylSd,None,PConc,920,83.6,GasA,Y,1780,1,0,2,1,3,6,Attchd,2,612,1,0,1,2008,New,264966
2161,Two_Story_1946_and_Newer,RL,12852,1FamDet,2-Story,2007,CompShg,VinylSd,None,PConc,920,83.6,GasA,Y,1780,1,0,2,1,3,6,Attchd,2,612,1,0,1,2008,New,264966
2162,One_Story_1946_and_Newer_All_Styles,F-PRD,11896,1FamDet,1-Story,2008,CompShg,VinylSd,Stone,PConc,1336,5.83,GasA,Y,1346,1,0,2,0,3,6,Attchd,3,660,1,0,5,2010,WRD,220000
2163,Split_or_Multilevel,F-PRD,9802,1FamDet,S/Level,2006,CompShg,VinylSd,None,PConc,352,0,GasA,Y,1442,0,0,2,1,3,6,BuiltIn,2,400,0,0,4,2008,WRD,172500
2164,Split_or_Multilevel,RL,9802,1FamDet,S/Level,2006,CompShg,VinylSd,None,PConc,352,0,GasA,Y,1442,0,0,2,1,3,6,BuiltIn,2,400,0,0,4,2008,WRD,172500
2165,Two_Story_1946_and_Newer,F-PRD,9802,1FamDet,2-Story,2006,CompShg,VinylSd,None,PConc,384,0,GasA,Y,1444,0,0,2,1,3,7,BuiltIn,2,400,0,0,4,2010,WRD,174000
2166,Split_or_Multilevel,F-PRD,9735,1FamDet,S/Level,2006,CompShg,VinylSd,None,PConc,384,0,GasA,Y,1394,0,0,2,1,3,7,BuiltIn,2,400,0,0,5,2008,WRD,167500
2167,Split_or_Multilevel,RL,9735,1FamDet,S/Level,2006,CompShg,VinylSd,None,PConc,384,0,GasA,Y,1394,0,0,2,1,3,7,BuiltIn,2,400,0,0,5,2008,WRD,167500
2168,Two_Story_1946_and_Newer,F-PRD,12003,1FamDet,2-Story,2009,CompShg,VinylSd,BrkFace,PConc,774,0,GasA,Y,1968,0,0,2,1,4,8,BuiltIn,3,680,1,0,5,2010,New,269500
2169,One_Story_1946_and_Newer_All_Styles,RL,12890,1FamDet,1-Story,1989,CompShg,Wd Sdng,BrkFace,CBlock,1495,0,GasA,Y,1495,0,0,2,0,3,8,Attchd,2,438,1,0,7,2008,WRD,150000
2170,One_Story_1946_and_Newer_All_Styles,RL,12890,1FamDet,1-Story,1989,CompShg,Wd Sdng,BrkFace,CBlock,1495,0,GasA,Y,1495,0,0,2,0,3,8,Attchd,2,438,1,0,7,2008,WRD,150000
2171,One_Story_1946_and_Newer_All_Styles,RL,12416,1FamDet,1-Story,1986,CompShg,VinylSd,Stone,CBlock,1606,100,GasA,Y,1651,1,0,2,0,3,7,Attchd,2,616,1,0,11,2008,WRD,184000
2172,One_Story_1946_and_Newer_All_Styles,RL,13811,1FamDet,1-Story,1987,CompShg,HdBoard,BrkFace,CBlock,1112,91.7,GasA,Y,1137,1,0,2,0,2,5,Attchd,2,551,1,0,7,2006,WRD,176000
2173,One_Story_1946_and_Newer_All_Styles,RL,18265,1FamDet,1-Story,1986,CompShg,Plywood,BrkFace,CBlock,1256,78,GasA,Y,1256,0,0,2,0,3,6,Attchd,2,578,1,0,3,2008,WRD,180000
2174,One_Story_1946_and_Newer_All_Styles,RL,18265,1FamDet,1-Story,1986,CompShg,Plywood,BrkFace,CBlock,1256,78,GasA,Y,1256,0,0,2,0,3,6,Attchd,2,578,1,0,3,2008,WRD,180000
2175,One_Story_1946_and_Newer_All_Styles,RL,8049,1FamDet,1-Story,1990,CompShg,HdBoard,BrkFace,CBlock,1309,80.4,GasA,Y,1339,1,0,2,0,2,6,Attchd,2,484,1,0,7,2006,WRD,180000
2176,Two_Story_1946_and_Newer,RL,11170,1FamDet,2-Story,1990,CompShg,MetalSd,None,Wood,1216,100,GasA,Y,2514,0,0,2,1,4,8,Attchd,2,693,0,0,4,2006,WRD,250000
2177,One_and_Half_Story_Finished_All_Ages,RL,13758,1FamDet,1.5 Fin,1990,CompShg,HdBoard,BrkFace,CBlock,1156,78,GasA,Y,1717,0,0,2,1,3,7,Attchd,2,400,1,0,4,2007,WRD,187500
2178,One_Story_1946_and_Newer_All_Styles,RL,6718,1FamDet,1-Story,2001,CompShg,VinylSd,BrkFace,PConc,1267,19.7,GasA,Y,1312,0,0,2,0,2,5,Attchd,2,471,0,0,1,2007,WRD,180500
2179,Split_or_Multilevel,RL,9590,1FamDet,S/Level,2003,CompShg,VinylSd,BrkFace,PConc,868,90.5,GasA,Y,1146,1,0,2,0,3,6,Attchd,2,438,1,0,5,2007,WRD,187500
2180,One_Story_1946_and_Newer_All_Styles,RL,11202,1FamDet,1-Story,2003,CompShg,VinylSd,BrkFace,PConc,1432,71.8,GasA,Y,1440,1,0,2,0,3,7,Attchd,2,467,1,0,6,2008,WRD,232500
2181,One_Story_1946_and_Newer_All_Styles,RL,11202,1FamDet,1-Story,2003,CompShg,VinylSd,BrkFace,PConc,1432,71.8,GasA,Y,1440,1,0,2,0,3,7,Attchd,2,467,1,0,6,2008,WRD,232500
2182,One_Story_1946_and_Newer_All_Styles,RL,11305,1FamDet,1-Story,2002,CompShg,VinylSd,BrkFace,PConc,1922,69.1,GasA,Y,1922,1,0,2,0,2,6,Attchd,3,692,1,0,4,2007,WRD,282000
2183,Two_Story_1946_and_Newer,RL,11316,1FamDet,2-Story,2002,CompShg,VinylSd,BrkFace,PConc,817,76.3,GasA,Y,1894,1,0,2,1,4,8,BuiltIn,2,510,1,0,2,2010,WRD,214900
2184,One_Story_1946_and_Newer_All_Styles,RL,7915,1FamDet,1-Story,1999,CompShg,VinylSd,None,PConc,1666,73.4,GasA,Y,1675,1,0,2,0,3,6,Attchd,2,435,0,0,12,2008,WRD,195000
2185,One_Story_1946_and_Newer_All_Styles,RL,8098,1FamDet,1-Story,2000,CompShg,VinylSd,None,Wood,1381,90.6,GasA,Y,1403,1,0,2,0,2,5,Attchd,2,470,0,0,10,2006,WRD,202000
2186,One_Story_1946_and_Newer_All_Styles,RL,14331,1FamDet,1-Story,2002,CompShg,VinylSd,BrkFace,PConc,1800,70.7,GasA,Y,1800,1,0,2,0,3,7,Attchd,3,765,1,0,5,2006,WRD,312500
2187,Two_Story_1946_and_Newer,RL,14191,1FamDet,2-Story,2002,CompShg,VinylSd,None,PConc,967,0,GasA,Y,1908,0,0,2,1,4,9,Attchd,2,431,0,0,4,2010,WRD,202900
2188,One_Story_1946_and_Newer_All_Styles,RL,13618,1FamDet,1-Story,2005,CompShg,VinylSd,Stone,PConc,1728,78.1,GasA,Y,1960,1,0,2,0,3,8,Attchd,3,714,2,0,11,2006,New,320000
2189,Two_Story_1946_and_Newer,RL,12244,1FamDet,2-Story,2003,CompShg,VinylSd,Stone,PConc,1482,58.7,GasA,Y,2262,1,0,2,1,4,10,Attchd,3,749,2,0,8,2008,WRD,305000
2190,Two_Story_1946_and_Newer,RL,12244,1FamDet,2-Story,2003,CompShg,VinylSd,Stone,PConc,1482,58.7,GasA,Y,2262,1,0,2,1,4,10,Attchd,3,749,2,0,8,2008,WRD,305000
2191,One_Story_1946_and_Newer_All_Styles,RL,35133,1FamDet,1-Story,1963,CompShg,MetalSd,BrkFace,CBlock,1572,73.7,GasA,Y,1572,1,0,1,1,3,5,More_Than_Two_Types,3,995,2,0,5,2007,WRD,186700
2192,One_Story_1946_and_Newer_All_Styles,F-PRD,15306,1FamDet,1-Story,2006,CompShg,VinylSd,Stone,PConc,1732,4.61,GasA,Y,1776,1,0,2,0,3,7,Attchd,3,712,1,0,5,2007,New,283463
2193,One_Story_1946_and_Newer_All_Styles,F-PRD,11449,1FamDet,1-Story,2007,CompShg,VinylSd,None,PConc,1884,53.6,GasA,Y,1728,1,0,2,0,3,7,Attchd,2,520,1,0,1,2008,WRD,298751
2194,One_Story_1946_and_Newer_All_Styles,RL,11449,1FamDet,1-Story,2007,CompShg,VinylSd,None,PConc,1884,53.6,GasA,Y,1728,1,0,2,0,3,7,Attchd,2,520,1,0,1,2008,WRD,298751
2195,One_Story_1946_and_Newer_All_Styles,F-PRD,13214,1FamDet,1-Story,2008,CompShg,Stucco,None,PConc,2002,0,GasA,Y,2018,0,0,2,0,3,10,Attchd,3,746,1,0,5,2010,WRD,378500
2196,One_Story_1946_and_Newer_All_Styles,FS-RL,11447,1FamDet,1-Story,2005,CompShg,VinylSd,BrkFace,PConc,1964,79.9,GasA,Y,1964,1,0,2,1,3,7,Attchd,3,892,1,0,6,2008,WRD,370000
2197,One_Story_1946_and_Newer_All_Styles,RL,11447,1FamDet,1-Story,2005,CompShg,VinylSd,BrkFace,PConc,1964,79.9,GasA,Y,1964,1,0,2,1,3,7,Attchd,3,892,1,0,6,2008,WRD,370000
2198,One_Story_1946_and_Newer_All_Styles,FS-RL,11443,1FamDet,1-Story,2005,CompShg,VinylSd,BrkFace,PConc,1848,59.1,GasA,Y,2013,1,0,2,0,2,7,Attchd,3,880,1,0,3,2006,New,369900
2199,One_Story_1946_and_Newer_All_Styles,RL,11443,1FamDet,1-Story,2005,CompShg,VinylSd,BrkFace,PConc,1848,59.1,GasA,Y,2013,1,0,2,0,2,7,Attchd,3,880,1,0,3,2006,New,369900
2200,One_Story_1946_and_Newer_All_Styles,FS-RL,11577,1FamDet,1-Story,2005,CompShg,VinylSd,BrkFace,PConc,1838,79.1,GasA,Y,1838,1,0,2,0,3,9,Attchd,3,682,1,0,9,2006,New,359900
2201,Two_Story_1946_and_Newer,FS-RL,12665,1FamDet,2-Story,2005,CompShg,VinylSd,BrkFace,PConc,1094,0,GasA,Y,2482,0,0,2,1,4,9,BuiltIn,3,642,1,0,2,2007,WRD,281213
2202,One_Story_1946_and_Newer_All_Styles,RL,15300,1FamDet,1-Story,1965,CompShg,Plywood,None,CBlock,1068,3.93,GasA,Y,1264,1,0,1,0,2,7,Attchd,2,528,1,0,6,2010,WRD,169000
2203,Duplex_All_Styles_and_Ages,RM,8940,Duplex,S/Foyer,1997,CompShg,VinylSd,BrkFace,PConc,1344,97.3,GasA,Y,1344,2,0,2,0,2,8,Attchd,4,784,0,0,11,2008,WRD,209200
2204,Duplex_All_Styles_and_Ages,RM,8940,Duplex,S/Foyer,1997,CompShg,VinylSd,BrkFace,PConc,1344,97.3,GasA,Y,1344,2,0,2,0,2,8,Attchd,4,784,0,0,11,2008,WRD,209200
2205,Duplex_All_Styles_and_Ages,RM,7060,Duplex,S/Foyer,1997,CompShg,VinylSd,BrkFace,PConc,1344,97.3,GasA,Y,1344,2,0,2,0,2,8,Attchd,4,784,0,0,11,2008,WRD,206300
2206,Duplex_All_Styles_and_Ages,RM,7060,Duplex,S/Foyer,1997,CompShg,VinylSd,BrkFace,PConc,1344,97.3,GasA,Y,1344,2,0,2,0,2,8,Attchd,4,784,0,0,11,2008,WRD,206300
2207,Duplex_All_Styles_and_Ages,RM,7020,Duplex,S/Foyer,1997,CompShg,MetalSd,BrkFace,PConc,1288,96.5,GasA,Y,1368,2,0,2,0,2,8,Attchd,4,784,0,0,11,2006,WRD,215000
2208,One_Story_1946_and_Newer_All_Styles,RL,10114,1FamDet,1-Story,2004,CompShg,VinylSd,None,PConc,1430,0,GasA,Y,1430,0,0,2,0,3,7,Attchd,2,624,0,0,3,2010,WRD,173500
2209,One_Story_PUD_1946_and_Newer,F-PRD,6710,Twnhs-E,S/Foyer,1996,CompShg,VinylSd,BrkFace,PConc,920,100,GasA,Y,936,2,0,0,1,0,3,Attchd,2,460,0,0,6,2007,WRD,140000
2210,One_Story_PUD_1946_and_Newer,F-PRD,4500,Twnhs-I,1-Story,1998,CompShg,VinylSd,BrkFace,PConc,1216,73.7,GasA,Y,1216,1,0,2,0,2,5,Attchd,2,402,0,0,5,2006,WRD,164000
2211,One_Story_PUD_1946_and_Newer,F-PRD,4500,Twnhs-E,1-Story,1998,CompShg,VinylSd,BrkFace,PConc,1237,97,GasA,Y,1337,1,0,2,0,2,5,Attchd,2,405,0,0,3,2006,WRD,153500
2212,One_Story_PUD_1946_and_Newer,F-PRD,4500,Twnhs-E,1-Story,1997,CompShg,VinylSd,BrkFace,PConc,1189,72.6,GasA,Y,1189,1,0,2,0,2,4,Attchd,2,392,0,0,4,2008,WRD,160500
2213,One_Story_PUD_1946_and_Newer,RM,4500,Twnhs-E,1-Story,1997,CompShg,VinylSd,BrkFace,PConc,1189,72.6,GasA,Y,1189,1,0,2,0,2,4,Attchd,2,392,0,0,4,2008,WRD,160500
2214,Split_Foyer,RL,14137,1FamDet,S/Foyer,1964,CompShg,HdBoard,BrkFace,CBlock,1200,92.6,GasA,Y,1200,1,0,1,0,3,6,More_Than_Two_Types,3,850,0,0,11,2008,Con,173000
2215,One_Story_1946_and_Newer_All_Styles,RL,25286,1FamDet,1-Story,1963,CompShg,HdBoard,None,PConc,1064,59.4,GasA,Y,1040,1,0,1,0,3,5,Attchd,2,648,0,0,1,2007,WRD,132250
2216,Duplex_All_Styles_and_Ages,RL,25000,Duplex,1-Story,1967,CompShg,HdBoard,None,CBlock,1632,0,GasA,Y,1632,0,0,2,0,4,8,Attchd,2,576,0,0,6,2007,WRD,143000
2217,Duplex_All_Styles_and_Ages,RL,9400,Duplex,2-Story,1971,CompShg,MetalSd,None,CBlock,912,0,GasA,Y,1824,0,0,2,2,4,8,No_Garage,0,0,0,0,4,2010,WRD,139000
2218,One_Story_1946_and_Newer_All_Styles,RL,11875,1FamDet,1-Story,1999,CompShg,VinylSd,None,PConc,1344,0,GasA,Y,1344,0,0,2,0,3,7,Attchd,2,686,1,0,6,2010,WRD,166500
2219,Two_Family_conversion_All_Styles_and_Ages,RL,32463,2FmConv,1-Story,1961,CompShg,MetalSd,Stone,CBlock,1249,92.7,GasA,Y,1622,1,0,1,0,3,7,More_Than_Two_Types,4,1356,1,0,3,2007,WRD,168000
2220,One_Story_PUD_1946_and_Newer,F-PRD,4224,Twnhs-E,1-Story,1975,CompShg,CemntBd,None,PConc,1040,73.9,GasA,Y,1040,0,0,1,0,3,6,Attchd,2,499,0,0,6,2008,WRD,124000
2221,One_Story_PUD_1946_and_Newer,RM,4224,Twnhs-E,1-Story,1975,CompShg,CemntBd,None,PConc,1040,73.9,GasA,Y,1040,0,0,1,0,3,6,Attchd,2,499,0,0,6,2008,WRD,124000
